2.9980	3.7404	4.3319	3.3121	1.2084	4.0645	2.6134	3.0437	1.9087	4.6769	1.7830	2.3975	1.9941	1.6650	3.8062	4.6989	2.5801	2.7590	4.3390	1.6645	2.4472	4.9875	1.1061	4.4482	1.7251	1.5654	4.5334	2.2666	1.6797	1.0675	1.9936	2.9934	1.7770	1.7410	2.5038	4.1436	4.7561	2.7297	4.6186	2.6381	3.3741	3.2139	2.1052	2.5210	3.7931	2.3702	1.4595	4.1170	3.5126	2.7022	4.2532	1.5971	2.3502	4.6427	1.9268	4.6336	4.1758	2.1484	4.0326	4.5377	4.3386	2.0609	1.6244	3.1737	2.8652	3.3551	2.8271	3.2710	2.0605	4.6066	4.6710	4.5504	1.1261	2.7190	1.5367	2.4022	3.9122	1.8378	2.3764	4.6749	4.6367	3.8211	1.2161	3.2372	4.6680	4.2984	4.0979	2.9236	1.8885	2.7704	1.2850	2.4727	4.6259	1.1756	1.8593	3.5777	4.2463	4.0528	1.4976	1.5322
4.5693	2.8647	2.8986	1.9302	1.1312	1.1241	1.4433	4.7260	4.9554	4.2214	3.6580	4.6561	2.5286	4.4230	2.7612	4.2335	2.8165	4.7205	3.7563	3.9289	4.0389	2.0142	2.5831	3.7232	3.7615	2.8859	3.6425	2.0233	2.8173	1.1674	1.9246	2.5654	2.5369	1.1053	4.9835	4.7435	2.4138	2.9965	1.2500	3.0803	2.7930	3.9004	1.1253	3.9946	4.2500	2.8695	1.0906	3.9703	4.1975	1.4346	2.4045	3.2398	4.5125	2.4492	2.3133	3.3264	3.2094	4.0003	1.0221	1.6770	1.2112	1.5258	1.1669	3.0180	3.7946	2.0610	4.0579	4.7494	4.3041	2.1745	3.6934	3.7981	2.1158	4.3044	4.7002	3.8985	2.6086	1.6562	2.2211	1.9207	2.8830	4.2799	2.6923	2.5597	3.7262	2.3297	4.1026	2.8268	3.7814	2.5722	3.3033	3.7766	3.1605	1.3581	4.6080	2.9645	3.5699	1.3310	1.4176	2.3966
1.0983	4.8453	3.6827	4.6523	1.8081	1.8322	3.3124	3.0922	2.8102	3.6291	2.8112	3.8534	3.9068	1.6892	1.9717	2.1068	2.7438	4.6282	1.5449	3.1004	4.2396	1.7614	4.0408	1.3750	1.1616	4.8115	4.3757	2.2120	3.7321	2.6430	4.6386	1.4859	1.4325	4.4395	2.3523	1.6657	3.8118	4.0766	2.0927	4.8081	4.3454	1.3907	1.4379	1.3088	4.6832	2.8637	1.6710	2.6238	4.4268	1.7908	4.7063	4.8795	4.2891	1.2250	4.2346	3.5676	3.4661	3.0421	2.1852	2.2274	1.0618	1.1891	1.8111	1.1732	4.7559	1.4452	3.6168	2.0757	3.2171	2.6041	2.8254	1.5331	2.8871	3.9915	3.7398	4.1216	2.8715	1.7556	3.7850	3.1105	3.6965	4.3920	4.5707	1.3048	1.6334	3.9744	3.1963	3.4689	4.0517	2.9053	3.9606	3.3921	2.0988	4.0296	1.7225	2.1327	2.6815	4.9497	3.5650	1.7005
2.3245	2.3855	4.0657	3.4812	1.7556	4.2759	2.2166	3.9646	3.8705	3.3128	4.5697	4.0785	2.0190	4.0029	2.5792	3.3628	1.6626	4.4124	3.4926	1.2474	2.1867	4.4622	1.3344	4.5413	1.7910	3.8464	3.2530	2.7715	1.5977	1.9609	3.7818	3.2675	1.5195	4.1509	1.0132	2.0599	3.0976	1.2183	4.1941	2.8335	3.6065	3.2702	4.7882	4.1646	4.5308	2.1431	1.3234	2.0246	4.7948	4.8871	1.2753	1.8868	3.2017	1.5053	3.0924	2.3809	2.1924	4.6623	3.5166	2.2865	3.4451	2.2909	1.5857	2.1793	2.1357	3.2696	3.8290	1.3322	3.1370	3.4382	3.9117	2.5691	3.0984	2.7718	4.6919	3.6003	1.2056	2.4141	1.5602	2.8186	3.2286	4.4208	2.3942	4.1181	4.3289	3.1511	4.7377	1.1396	1.7881	2.0348	3.1271	1.1730	4.2993	2.0536	2.1547	1.0912	1.1000	2.5867	3.6259	4.8986
2.9126	3.2386	4.1094	1.9487	2.8170	3.8364	4.4753	2.7442	1.2349	4.5630	3.4529	4.4066	3.0926	3.0941	3.5837	3.7669	1.7171	3.6431	1.3527	2.3074	2.2309	4.8568	4.5924	2.7687	2.7651	1.3247	4.8765	2.7568	1.8032	3.7819	3.9367	2.7928	3.2660	2.3048	4.7062	3.8881	4.8144	1.6877	4.2342	2.1968	4.2132	2.7833	2.3021	3.7196	3.3080	1.7556	3.7741	2.5739	4.5517	4.1070	4.1954	4.0532	1.1866	4.0349	2.9058	1.5776	4.2757	2.4745	1.9136	4.1365	1.2279	3.8232	3.3076	1.0426	4.2990	1.5491	3.3195	1.8845	2.5338	4.4593	3.2309	2.7918	1.3088	1.7817	1.5969	2.6079	4.6915	1.4801	3.3647	3.6559	2.2460	4.9640	4.0945	2.9811	2.3649	3.2766	3.9966	1.9726	2.1748	4.2216	3.0144	1.3814	3.5998	2.6401	3.3069	2.0443	3.0194	1.7302	1.3366	4.3219
4.2352	2.8880	3.2086	1.6725	4.1843	3.6777	3.7317	3.2770	3.2328	4.1963	4.6522	1.6915	4.2903	4.8593	3.3070	2.1735	4.1132	1.1588	2.5141	3.8545	3.9373	3.1216	4.3928	4.7795	3.3583	3.7008	2.5886	4.9434	2.8767	2.9930	2.3277	1.3453	4.1171	2.0621	2.6697	3.3085	3.9166	1.8589	3.5602	4.5527	4.4907	1.7678	1.1167	2.2055	2.0832	3.4486	2.1621	3.4301	2.4858	1.3278	4.9934	3.5008	4.1498	1.5567	2.1316	1.5255	4.8921	4.7208	1.6251	3.2686	1.6714	3.8689	3.1629	3.3642	1.7840	1.2582	1.9102	3.6038	2.8734	2.9695	1.1063	2.3626	1.8300	4.7593	1.3579	1.0241	2.3210	3.1174	2.4297	1.4425	3.8338	3.4324	4.2517	2.4487	2.5207	4.7930	3.9108	1.8926	1.2850	4.9323	2.4280	4.2264	3.5356	1.3947	1.5459	3.9556	3.8092	2.9982	2.1385	2.7571
1.0477	3.2258	1.6572	3.2531	3.7846	3.0656	2.0618	4.4614	4.0047	2.2308	3.4400	3.3198	1.8259	4.1676	2.4626	1.1013	1.0449	3.6380	1.6295	2.2973	4.2384	4.2529	4.1198	1.5695	3.1090	4.9129	4.5560	4.3039	3.4363	3.3196	4.6520	2.5973	3.4207	2.1539	3.3023	2.6097	4.2578	1.7654	3.2277	1.6762	4.9593	1.5545	1.0164	3.2692	1.5534	3.1185	2.1325	3.9330	3.6690	1.6374	4.1373	1.5964	3.0258	3.5479	3.4730	3.8221	4.4598	1.4246	3.2314	4.8277	3.9734	4.6591	3.5524	3.9419	4.8064	1.7701	1.6663	1.0455	4.5023	3.7352	2.1804	3.7959	1.0376	2.6770	1.0157	4.9467	2.7065	1.6023	4.4165	3.1885	3.0853	2.5537	4.9021	1.4327	1.2856	4.5755	2.1283	2.7213	1.4426	4.4090	2.3607	1.6757	1.3508	3.7315	3.4183	4.4685	3.1523	3.8321	4.5998	1.2576
4.0814	1.2727	4.3907	1.3438	4.7269	1.9754	3.7297	4.2346	3.4274	4.6495	4.3477	1.4059	1.9977	2.8005	3.6595	2.3766	2.3989	3.4048	1.1659	1.7203	4.9838	2.4628	3.8767	4.2047	2.7040	4.7309	2.2762	2.6588	1.4136	2.5263	2.7301	1.7083	2.8842	2.4362	4.3271	1.4585	2.5536	1.7929	4.5387	2.1175	3.4974	3.3039	2.0136	1.6353	2.3817	3.5426	3.9061	2.4225	3.1837	4.7295	4.6437	4.1428	3.0651	4.2589	3.2256	4.9654	1.0499	1.2644	4.7933	3.6864	2.1620	4.6971	4.1992	1.3653	4.1874	2.9988	3.0986	2.1623	1.5057	2.9184	3.9625	2.8102	4.2317	3.2989	1.3531	3.2988	2.9749	4.7162	3.6692	4.9330	1.5087	4.8723	4.2464	2.1383	1.2237	3.5599	3.6050	2.8624	4.7869	4.1107	2.8873	1.6927	4.3808	4.4426	2.0076	4.8128	3.8390	1.2015	3.1464	2.6907
2.1198	4.0255	2.1068	3.5523	4.9350	4.7122	3.7235	1.0634	2.6171	2.2885	1.7231	1.6481	2.5131	1.6337	1.7358	1.4926	1.2637	1.6280	1.0813	4.1565	1.2845	1.0398	3.8456	2.0767	1.5670	3.3395	3.3524	1.2267	1.3547	4.3474	4.0603	3.4154	1.3263	3.7242	3.0022	4.0676	1.4393	1.9607	3.8083	1.0762	2.6204	1.8239	1.8135	4.5767	4.5112	1.4810	2.7820	4.8565	3.0838	4.9276	1.9103	2.8902	3.0360	4.3960	2.5093	4.4126	1.1863	2.9796	4.9957	3.5999	4.2619	2.6550	1.1608	2.9689	3.4578	1.5727	2.4420	2.2477	1.8444	3.2032	4.2976	2.7917	2.3518	4.8116	1.5234	1.7141	4.8793	1.2594	3.1937	2.9081	4.9716	4.7248	2.7966	4.3352	2.7948	3.4174	4.1387	2.7507	2.2168	4.4198	2.1311	2.3701	3.0797	3.0452	1.5616	3.8491	2.0807	2.9172	3.0706	1.6088
3.4532	4.9344	3.9721	3.7444	2.5647	4.0984	4.5374	2.1400	1.1243	3.3347	4.2398	1.8765	2.7356	1.5625	1.8690	2.2832	1.9922	1.5842	3.9717	1.6714	4.1974	2.7010	4.0057	1.8675	1.2401	4.1495	1.1246	3.3248	3.6105	1.8873	4.2607	2.3541	2.4306	4.8436	2.9828	1.6497	4.3048	2.8391	3.0313	3.8319	2.3587	2.9100	2.3173	4.8951	1.7901	1.6099	2.5952	3.3533	1.3793	2.9289	1.3004	2.7991	3.1729	1.3418	3.3124	2.1864	4.0125	2.7696	2.6156	1.4035	4.0151	1.3738	3.6294	3.3512	4.8315	3.1263	2.2954	1.6246	1.8350	2.9870	4.0838	3.8734	4.6985	4.6267	2.4936	3.2368	3.3222	2.2283	1.2806	2.5763	4.9018	3.6212	4.7726	2.8194	2.7934	1.8989	4.4629	1.9465	2.0967	4.0647	3.8897	2.4740	4.3179	4.4614	3.9740	1.8724	2.9609	1.3723	2.2579	1.5099
2.3803	3.2676	2.9642	4.2352	2.2876	2.9327	4.9014	2.1672	1.3487	4.3826	3.0340	4.8083	2.3746	2.0561	3.3196	3.7612	3.4072	2.6449	3.2717	4.7433	4.3391	4.5730	2.0975	4.7665	1.6842	3.9370	1.9774	2.0156	1.5957	3.2118	4.1005	3.4448	3.5854	4.4558	1.5783	1.1859	4.8613	3.2567	1.5915	2.7623	4.8289	3.0670	3.6787	3.3624	1.2289	4.4824	1.7080	2.1791	3.2438	2.5061	1.0506	4.6028	1.8458	2.4083	4.0747	1.0504	4.5053	1.6694	2.6408	4.3969	2.7823	3.6828	1.8587	3.6262	1.3912	1.9048	1.3292	3.0950	4.9876	4.6463	3.6292	2.9502	4.0695	3.3498	3.4845	1.3140	4.6777	2.8736	1.5641	2.9452	1.3445	4.3980	4.2808	2.1252	3.0422	1.2453	2.3674	4.8460	3.4952	3.9188	1.9621	3.7417	4.2206	1.8393	1.3410	1.3306	1.1200	3.7550	1.4748	3.9787
2.7056	2.3728	4.2805	1.6009	1.5961	3.5228	2.5580	4.4088	1.6372	2.7100	1.3112	1.9065	1.3325	1.8511	4.3922	4.9332	2.3182	4.8838	2.9168	4.2287	3.1962	3.9459	3.2570	3.6216	4.2289	3.9196	4.2243	3.7076	3.1320	2.6779	1.4302	3.5472	3.6042	4.4676	4.3041	4.6648	2.3683	1.3963	1.9974	1.9841	1.5210	4.6101	2.7333	1.1639	2.2973	3.4973	4.3893	4.2115	1.1627	4.6099	2.5136	4.9576	1.6564	3.8060	4.4214	4.6357	3.1124	3.3941	2.1927	2.6678	1.3035	1.2477	1.8415	3.4471	3.0472	4.7202	3.9775	3.0720	4.5360	4.0126	1.3221	1.9631	3.9664	4.0922	4.6081	1.7175	2.5460	1.8832	1.8337	3.4730	1.8173	1.1987	2.1225	4.6186	1.4597	1.0843	4.4021	4.7520	1.5317	4.2931	1.0691	1.7128	2.5682	3.2401	3.7229	1.6912	4.5008	4.7676	2.7043	3.6196
4.8885	1.4486	2.2536	2.4271	1.3328	1.2768	2.3285	4.7154	3.6572	2.3521	4.5279	3.4330	3.5651	4.8605	2.2460	3.5115	2.6692	4.8275	2.0303	4.0376	1.0339	4.7793	4.8502	2.5028	4.7326	3.6954	3.9836	2.1630	4.8342	4.6620	1.9814	1.2207	4.7044	2.2166	1.3405	2.3425	2.6829	2.2582	3.3706	2.1316	3.3827	1.5496	3.9364	4.7040	3.9829	2.3206	3.1128	2.7964	1.4949	3.4353	4.3190	1.9457	1.8400	1.4561	4.9703	2.3791	2.7072	4.7085	2.9911	3.9813	2.0825	2.3801	4.6240	3.3363	3.7754	2.2610	1.2472	2.2552	1.1965	4.7867	1.9371	4.5221	3.9128	4.4411	2.0660	4.0731	2.4208	2.9853	4.9113	1.4937	4.3927	2.7937	4.1519	1.4375	2.6900	3.3050	4.5692	3.6021	3.2055	4.9472	4.5724	3.7009	1.5498	2.4043	3.8984	2.4271	4.2824	4.4012	3.8950	3.6386
4.6841	3.8746	2.7596	4.3226	3.5110	4.4464	3.5922	4.6752	4.8353	4.7785	3.3367	3.3492	4.3011	3.0301	4.7905	1.7561	4.5203	2.5238	4.7334	2.3841	4.2120	2.9551	2.9254	2.8760	2.1980	3.6548	3.7631	3.7797	2.8212	3.8070	4.4301	1.0080	3.0400	2.8625	3.5877	2.8498	1.7924	2.8160	3.7889	1.2159	2.8471	4.0743	4.1167	1.7109	3.9711	2.2702	1.7673	3.6036	2.8167	3.5097	4.2631	1.6884	1.6337	2.1878	3.7003	3.0739	3.2768	4.9634	4.7619	4.8241	4.3603	4.8781	4.6227	1.5662	4.8906	4.2722	2.4871	1.6490	1.5773	2.2880	2.9210	1.4914	4.1759	3.4821	2.8815	4.2332	1.6497	2.5132	1.0806	1.9948	3.8771	4.3818	2.0235	3.7629	4.0781	3.8563	1.5377	3.1005	1.7927	2.1431	1.7620	2.9574	3.7287	4.4257	3.3422	2.9293	3.7661	1.0058	2.7519	3.6088
1.3968	3.0347	4.5435	3.6989	1.8762	2.4319	1.5715	2.6116	3.8609	3.4371	3.0685	4.7090	4.2643	1.4833	4.1781	3.9217	3.7101	4.6695	4.4658	2.5263	1.2003	4.2711	2.9128	1.3464	4.7332	3.7722	4.9518	4.5388	4.9049	2.8147	1.7161	1.8140	2.7888	3.0292	3.2958	3.6872	2.4188	1.7578	4.9528	3.4287	3.1267	4.3660	3.4378	1.0297	2.9302	2.2781	1.3694	3.9071	1.0568	4.9797	4.7203	2.7429	2.2446	2.2007	1.4199	1.3132	2.4890	3.6782	4.1308	3.5746	4.5639	3.9365	3.5122	4.0734	2.9578	3.3841	4.3166	1.4104	4.2085	4.0419	4.3285	1.3948	2.8811	1.6672	1.2855	1.4551	1.4784	3.4905	2.6015	1.7798	3.3914	2.3611	1.2526	4.2773	3.0324	2.5586	1.7088	3.2625	3.0039	2.8302	2.0648	1.0332	4.5133	2.0588	1.0138	1.2502	4.7168	2.8058	2.5211	1.9451
1.9411	2.2014	1.8218	4.7958	4.1847	4.8874	1.7419	4.1810	1.6716	1.8271	2.7077	4.9931	2.9683	4.6199	2.6580	3.9088	1.3114	2.5206	4.2656	3.8146	2.9816	1.2643	3.8197	1.3988	3.7440	1.0549	1.2388	2.7336	2.9322	2.9289	1.4895	1.6186	2.0944	1.6463	4.8856	3.1500	4.2782	3.7116	1.5814	2.2484	3.0891	2.7656	1.7405	3.4426	4.5332	4.2774	4.9924	4.8960	1.4275	1.2042	3.1697	2.2816	4.1735	4.1241	4.1097	4.8093	1.7111	2.0105	2.5658	2.4530	4.7472	4.4851	4.4707	3.4459	2.1494	1.7270	4.3971	1.5536	1.8469	2.6220	2.3284	4.2422	3.1372	4.8528	4.6030	3.9293	2.2861	4.8233	3.5811	4.9167	3.3009	3.7629	2.1627	4.1798	2.9962	1.9711	2.2469	3.1348	2.1930	2.4360	1.7855	1.4180	2.1545	4.7608	3.2742	4.8658	1.2512	2.7005	3.5515	2.6743
1.3367	4.1510	1.5009	2.7268	2.3676	2.9637	3.6908	3.2723	3.9902	2.5957	4.1885	2.0932	1.4060	4.3947	4.9542	4.1589	3.2230	4.0892	2.9997	2.9784	3.5005	1.8017	3.7330	3.7508	4.9538	3.2105	4.2118	3.0658	3.3860	2.4223	3.3192	3.0489	2.7713	2.5714	1.0741	4.7851	2.1460	1.5919	3.8375	2.6535	3.1267	3.9383	2.8749	2.5743	3.2270	2.8158	4.4747	4.6957	1.1094	4.1326	4.4717	4.8267	2.1538	3.9050	3.8913	2.6346	3.1813	1.0440	1.0410	4.9251	1.8726	2.1505	4.5057	4.0280	1.3588	3.7652	3.1060	3.1140	4.3310	2.6025	1.4976	4.6646	1.4517	1.4588	1.3788	4.5284	4.8977	2.0883	4.3965	4.3808	3.3258	4.7607	3.8521	3.5040	3.4212	3.6028	4.6065	2.3437	1.3599	2.0243	2.3195	4.5966	3.7445	4.6588	2.2527	4.1481	1.6812	2.6755	1.7427	3.5085
1.6185	3.4754	3.8878	2.2355	2.3651	1.1071	3.7047	3.3316	2.2732	1.3905	4.8577	2.2111	3.1342	2.3357	1.4337	4.3064	4.5546	4.9349	3.6989	3.8686	3.6646	2.7441	3.1626	2.6434	3.4090	1.4498	4.9240	3.8237	3.9233	1.6422	3.7995	2.7427	3.9229	1.3093	1.8219	1.3145	2.3449	2.9207	1.4933	4.5298	1.4903	1.3396	3.1667	1.7598	2.4861	4.1113	3.4671	1.5516	3.9610	1.6688	4.2162	3.8185	3.4423	1.4560	1.1147	4.5887	1.1122	4.8328	2.0867	4.7872	2.5981	4.2258	1.0989	1.2116	3.9783	2.5667	4.1524	4.3100	4.8288	3.8183	4.6041	3.2614	3.1787	4.0000	1.2810	4.0950	4.5345	4.5632	1.0838	2.1730	1.4634	4.3659	4.8849	4.6072	2.8108	2.5906	1.4215	2.3461	4.7645	3.4550	2.3682	3.8685	2.1295	4.1073	4.1291	1.3302	3.6280	2.8162	2.8463	3.2833
